회사명,제목,마감일,주소,급여
제주도농아복지관,제주도농아복지관 수화언어개발보급 및 서비스제공사업 수행인력 채용 공고,24/11/14,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=WFC&iorgGbcd=WFC&callPage=detail&wantedAuthNo=443913460000&rtnTarget=list13&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
제주도농아복지관,제주도농아복지관 직원(일반직 3급) 채용 공고,24/11/14,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=WFC&iorgGbcd=WFC&callPage=detail&wantedAuthNo=443913450000&rtnTarget=list14&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
벧엘,장애인거주시설 벧엘 생활재활교사 채용공고,24/11/07,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=WFC&iorgGbcd=WFC&callPage=detail&wantedAuthNo=443035859000&rtnTarget=list15&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)부영주택 제주부영호텔&리조트,제주 부영호텔&리조트 시설관리팀(기계) 모집,24/11/07,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49304086&rtnTarget=list16&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
국가대표정형외과의원,제주시 국가대표 정형외과에서 간호팀 선생님을 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49303993&rtnTarget=list17&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
제주이엠365의원,"[제주EM365의원] 12월中개원 예정, 월 15/16일, 물리치료사 채용",24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49302555&rtnTarget=list18&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)샤프에비에이션케이,제주국제공항 외항사 여객운송 지상직 신입사원 모집,24/11/10,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49302180&rtnTarget=list19&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)샤프에비에이션케이,제주공항 항공기 지상조업(RAMP) 인원 모집 - 신입/경력,24/11/10,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49302163&rtnTarget=list20&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)샤프에비에이션케이,제주국제공항 외항사 여객운송 지상직 경력직 모집,24/11/10,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49302143&rtnTarget=list21&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
제주환경개발(주),수질분석 기술인력모집공고(신입 및 경력),24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49301793&rtnTarget=list22&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉3,500만원~3,500만원"
케이피앤디㈜,건축시공 정규직 채용,24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47977852&rtnTarget=list23&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)굿앤피플컴퍼니,쿠팡 logistics 배송사원/근무조 선택가능,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2410300001217&rtnTarget=list24&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급500만원~500만원
㈜닷밀,[닷밀] 제주 테마파크 루나폴 매장 매니저 채용 (정규직),24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47976365&rtnTarget=list25&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)한도아이엔에스티,회계.경리담당 직원 구합니다,24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49298766&rtnTarget=list26&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉3,000만원~3,000만원"
㈜피터팬랩 제주지점,[제주지사] 제주바다를 보며 즐겁게 일할 온라인쇼핑몰 MD를 찾습니다.,24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=47975259&rtnTarget=list27&pageIndex=7&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@f3f5d9bc&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉3,000만원~3,500만원"
주식회사 웅진산업,제조 단순직 모집 합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410290009&rtnTarget=list28,월급206만원~210만원
(주)미래온,사무및 경리직원(건설업),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290029&rtnTarget=list29,"연봉3,000만원~3,240만원"
씨제이에너지주식회사,도시가스 시공관리자 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290028&rtnTarget=list30,월급350만원이상
주식회사 웅진산업,생산관리직 직원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410290008&rtnTarget=list31,"연봉3,600만원~4,000만원"
주식회사 웅진산업,일반 관리직 직원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410290007&rtnTarget=list32,"연봉3,800만원~4,200만원"
제일요양원,[서귀포 제일요양원] 요양보호사 모집 공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410290005&rtnTarget=list33,월급250만원이상
유한회사 퐁낭,[제주] 제주올레트립 여행사업 담당자 모집 (제주올레 공식 여행사),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410290004&rtnTarget=list34,월급210만원이상
주식회사인터파트,(주)인터파트 제주지사 영업팀 사원 정규직 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290027&rtnTarget=list35,"연봉3,150만원~3,150만원"
제주웰빙영농조합법인,인증심사관리,24/11/16,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290026&rtnTarget=list36,"연봉4,000만원이상"
제주웰빙영농조합법인,영업배송 - 신입 직원구함,24/11/16,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290025&rtnTarget=list37,"시급10,000원이상"
김녕반석주간보호센터,(구인) 조리원-김녕반석주간보호센터(주말),24/11/12,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290024&rtnTarget=list38,"시급11,000원이상"
조천한의원,한의원 직원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290023&rtnTarget=list39,월급240만원~250만원
주식회사제이비물류,"제주 운송,배송 기사님 모십니다.",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130232410290084&rtnTarget=list40,"연봉3,000만원~3,500만원"
주식회사유니,[노을리카페] 브런치 조리사 채용 (기숙사 / 식사 제공),24/11/08,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290022&rtnTarget=list41,"연봉3,000만원~3,500만원"
(주) 빌텍,신라스테이플러스 이호테우 호텔 전기안전관리자 채용공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120032410290035&rtnTarget=list42,월급341만원이상
유한회사 제주의소리,제주의소리 경영기획실 경력·신입사원 모집,24/11/15,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290021&rtnTarget=list43,"연봉2,600만원~4,000만원"
사회복지법인상명복지재단효사랑,효사랑 요양원 영양사 채용공고,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290020&rtnTarget=list44,"연봉3,244만원이상"
정효원,정효원 요양보호사 채용공고,24/11/13,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290019&rtnTarget=list45,월급247만원이상
샘물목장 유가공 공장,영업직원 구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290017&rtnTarget=list46,월급270만원~270만원
사회복지법인상명복지재단효사랑,상명복지재단 효사랑 요양보호사 채용공고,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290016&rtnTarget=list47,"연봉3,150만원이상"
사회복지법인상명복지재단효사랑,상명복지재단 효사랑 간호사 채용공고,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290015&rtnTarget=list48,"연봉3,380만원이상"
사회복지법인상명복지재단효사랑,상명복지재단 효사랑 간호조무사 채용공고,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290014&rtnTarget=list49,"연봉3,100만원이상"
티알유컴퍼니,함께 일할 편집디자이너를 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290012&rtnTarget=list50,월급210만원~300만원
유한회사세림,농업용 자재 영업 판매 신입사원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022410290003&rtnTarget=list1,"연봉3,000만원이상"
주식회사 대한에프에스(Daehan FS.Co.Ltd),제주 컬리넌 호텔 프론트  직원 모집,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290011&rtnTarget=list2,월급260만원~270만원
티알유컴퍼니,운전직및 시공보조 구합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290010&rtnTarget=list3,월급210만원~300만원
제주YMCA유치원,제주YMCA유치원 보육교사 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11202410290001&rtnTarget=list4,월급129만원~129만원
눈사랑안과의원,제주 눈사랑안과에서 검안 파트 모집합니다,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290009&rtnTarget=list5,"연봉2,500만원~3,500만원"
(주)금호타이어제주판매,"타이어,경정비 경력자구함",채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012410290008&rtnTarget=list6,월급300만원이상
아이맘소아청소년과,간호사/ 간호조무사 구인합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10542410290001&rtnTarget=list7,"연봉2,500만원~3,000만원"
